id,fecha_inicial,estado_encuesta,paraje,cantidad_personas
438,2021-12-01,Imposibilitada,san antonio oeste,0
439,2021-12-01,Completa,san antonio oeste,14
440,2021-12-01,Imposibilitada,san josé oeste,0
441,2021-12-01,Completa,san antonio oeste,4
442,2021-12-01,Completa,san antonio oeste,8
443,2021-12-01,Completa,san antonio oeste,0
444,2021-12-01,Completa,san antonio oeste,3
445,2021-12-01,Completa,,3
446,2021-09-13,Imposibilitada,navicha,0
447,2021-09-13,,punta isla,0
448,2021-09-13,Imposibilitada,la costa,0
449,2021-09-13,Completa,la costa,1
450,2021-11-09,Completa,palermo,4
451,2021-11-09,Completa,bracho lujan,1
452,2021-10-20,Completa,el bracho,5
453,2021-10-28,Completa,el bracho,4
454,2021-10-28,Completa,bracho lujan,1
455,2021-10-28,Completa,el bracho,6
456,2021-11-09,Completa,,7
457,2021-10-18,Imposibilitada,mistol paso,0
458,2021-10-18,Completa,mistol paso,7
459,2021-10-18,Completa,mistol paso,2
460,2021-10-20,Imposibilitada,el bracho,0
461,2021-10-20,Completa,el bracho,3
462,2021-10-20,Completa,el bracho,1
463,2021-10-12,Imposibilitada,salvia paso,0
464,2021-10-12,Completa,salvia paso,1
465,2021-09-09,Completa,tusca pozo,5
466,2021-09-07,Completa,chuña pampa,4
467,2021-09-07,Completa,san roque,8
468,2021-09-09,Completa,tusca pozo,2
469,2021-09-09,Completa,tusca pozo,3
470,2021-09-07,Completa,san roque,8
471,2021-12-09,Completa,pozo mosoj,1
472,2021-12-09,Completa,pozo mosoj,6
473,2021-12-09,Completa,pozo mosoj,1
474,2021-12-09,Completa,pozo mosoj,2
475,2021-12-09,Imposibilitada,pozo mosoj,0
476,2021-12-09,Completa,pozo mosoj,6
477,2021-12-09,Completa,pozo mosoj,1
478,2021-12-09,Completa,pozo mosoj,5
479,2021-12-08,Completa,imalaya,4
480,2021-12-08,Completa,imalaya,5
481,2021-12-08,Completa,imalaya,4
482,2021-12-08,Completa,imalaya,0
483,2021-12-08,Completa,imalaya,6
484,2021-12-08,Completa,imalaya,7
485,2021-12-02,Completa,percas,6
486,2021-12-08,Completa,imalaya,1
487,2021-12-08,Completa,imalaya,6
488,2021-12-08,Completa,imalaya,2
489,2021-12-08,Completa,imalaya,3
490,2021-12-08,Completa,imalaya,3
491,2021-12-02,Completa,percas,1
492,2021-12-02,Completa,percas,9
493,2021-12-02,Completa,percas,3
494,2021-12-02,Completa,percas,10
495,2021-12-02,Completa,percas,2
496,2021-12-02,Completa,percas,5
497,2021-11-30,Completa,percas,5
498,2021-11-30,Completa,percas,6
499,2021-09-09,Imposibilitada,novillo pozo,0
500,2021-09-09,Completa,roano pozo,5
501,2021-09-09,Completa,cruz pozo,4
502,2021-09-09,,cruz pozo,3
503,2021-09-09,Completa,cruz pozo,7
504,2021-12-15,Completa,punta pozo,4
505,2021-12-15,Completa,punta pozo,7
506,2021-12-15,Completa,punta pozo,4
507,2021-12-15,De Prueba,,1
508,2021-12-15,Completa,,1
509,2021-12-15,,punta pozo,2
510,2021-12-15,,punta pozo,5
511,2021-12-15,Completa,punta pozo,3
512,2021-12-15,,punta pozo,6
513,2021-12-04,Completa,punta pozo,12
514,2021-12-04,Completa,punta pozo,5
515,2021-12-04,,punta pozo,9
516,2021-12-04,Completa,punta pozo,1
517,2021-12-04,Completa,punta pozo,9
518,2021-12-15,Imposibilitada,punta pozo,0
519,2021-12-04,Completa,punta pozo,5
520,2021-12-04,Completa,punta pozo,2
521,2021-12-04,,punta pozo,1
522,2021-12-04,Completa,punta pozo,6
523,2021-12-04,Completa,punta pozo,3
524,2021-12-04,Completa,punta pozo,1
525,2021-11-27,Completa,punta pozo,4
526,2021-11-30,Completa,tala pozo,5
527,2021-11-30,Completa,punta corral,9
528,2021-11-30,Completa,,9
529,2021-11-30,Completa,punta corral,5
530,2021-12-04,Completa,punta pozo,2
531,2021-11-27,Completa,punta pozo,1
532,2021-11-30,Completa,percas,4
533,2021-11-30,Completa,percas,2
534,2021-12-02,Imposibilitada,percas,0
535,2021-12-02,Completa,percas,1
536,2021-11-25,Completa,percas,5
537,2021-11-25,,percas,9
538,2021-11-25,Completa,percas,5
539,2021-11-25,Completa,percas,5
540,2021-11-25,Completa,percas,4
541,2021-11-30,Completa,percas,5
542,2021-10-22,Completa,pozo marcado,2
543,2021-10-22,Completa,pozo marcado,7
544,2021-11-25,Completa,percas,5
545,2021-11-25,Completa,percas,6
546,2021-11-25,Completa,percas,5
547,2021-11-25,Completa,percas,8
548,2021-10-15,Completa,pozo marcado,1
549,2021-10-15,Completa,pozo marcado,3
550,2021-10-15,Completa,pozo marcado,3
551,2021-10-22,Imposibilitada,pozo marcado,0
552,2021-10-22,Completa,pozo marcado,7
553,2021-10-22,Completa,pozo marcado,7
554,2021-10-14,Completa,salveayoj,8
555,2021-10-14,Completa,salveayoj,6
556,2021-10-14,Completa,salveayoj,4
557,2021-10-15,Completa,salveayoj,3
558,2021-10-15,Completa,salveayoj,5
559,2021-10-15,Completa,pozo marcado,6
560,2021-10-13,Completa,san antonio,4
561,2021-10-13,Completa,salveayoj,6
562,2021-10-14,Completa,salveayoj,3
563,2021-10-14,Completa,salveayoj,5
564,2021-10-14,,salveayoj,2
565,2021-10-14,Completa,,1
566,2021-10-07,Completa,san antonio,6
567,2021-11-27,Completa,punta pozo,2
568,2021-11-27,Completa,punta pozo,5
569,2021-11-27,Completa,punta pozo,5
570,2021-11-27,Completa,punta pozo,1
571,2021-11-27,Completa,punta pozo,7
572,2021-11-27,Completa,punta pozo,7
573,2021-11-27,Completa,punta pozo,8
574,2021-11-27,Completa,punta pozo,4
575,2021-11-27,Completa,punta pozo,5
576,2021-11-27,Completa,punta pozo,5
577,2021-11-27,Completa,punta pozo,6
578,2021-11-27,Completa,punta pozo,8
579,2021-11-27,Completa,punta pozo,6
580,2021-11-26,Completa,punta pozo,4
581,2021-11-27,,punta pozo,2
582,2021-11-27,Completa,punta pozo,7
583,2021-11-26,Completa,punta pozo,1
584,2021-11-24,Completa,punta pozo,4
585,2021-11-24,Completa,punta pozo,8
586,2021-11-24,Completa,punta pozo,2
587,2021-11-24,Completa,,8
588,2021-11-26,Completa,punta pozo,4
589,2021-11-26,Completa,punta pozo,3
590,2021-11-24,Completa,punta pozo,8
591,2021-11-24,Completa,punta pozo,4
592,2021-11-24,Completa,punta pozo,4
593,2021-11-24,Completa,punta pozo,3
594,2021-11-24,Completa,punta pozo,4
595,2021-11-24,Completa,punta pozo,6
596,2021-10-19,Completa,ave maría,2
597,2021-10-19,Completa,ave maría,8
598,2021-10-19,Completa,ave maría,7
599,2021-10-19,Completa,ave maría,5
600,2021-11-24,Completa,punta pozo,6
601,2021-10-12,Completa,salvia paso,3
602,2021-10-12,Completa,salvia paso,3
603,2021-10-18,Imposibilitada,mistol paso,0
604,2021-10-18,Completa,mistol paso,6
605,2021-10-01,Completa,salvia paso,6
606,2021-10-01,Completa,,4
607,2021-09-30,Completa,la costa,3
608,2021-10-12,,salvia paso,0
609,2021-10-12,Completa,salvia paso,4
610,2021-10-12,Imposibilitada,salvia paso,0
611,2021-09-30,Completa,la costa,1
612,2021-09-30,,la costa,2
613,2021-09-30,Completa,la costa,2
614,2021-10-01,Imposibilitada,la costa,0
615,2021-10-01,Completa,la costa,7
616,2021-10-01,Imposibilitada,salvia paso,0
617,2021-09-30,,la costa,0
618,2021-09-30,Imposibilitada,la costa,0
619,2021-09-30,Imposibilitada,la costa,0
620,2021-09-30,,la costa,1
621,2021-09-30,Completa,la costa,3
622,2021-09-30,Completa,la costa,6
623,2021-09-23,Completa,la costa,7
624,2021-09-22,Completa,la costa,2
625,2021-09-22,Completa,la costa,1
626,2021-09-22,,la costa,1
627,2021-09-22,Completa,la costa,3
628,2021-09-15,Imposibilitada,la costa,0
629,2021-09-13,Imposibilitada,,0
630,2021-09-23,Completa,la costa,5
631,2021-09-23,Completa,la costa,8
632,2021-09-22,Imposibilitada,la costa,0
633,2021-10-13,Completa,salveayoj,3
634,2021-10-13,Completa,san antonio,5
635,2021-10-13,Completa,salveayoj,6
636,2021-10-13,Completa,salveayoj,6
637,2021-10-13,Completa,salveayoj,3
638,2021-10-06,Completa,san antonio,2
639,2021-10-06,Completa,san antonio,3
640,2021-10-07,Completa,san antonio,2
641,2021-10-06,Completa,san antonio,1
642,2021-10-06,Completa,san antonio,4
643,2021-10-07,Completa,san antonio,3
644,2021-09-29,Completa,paaj muyoj,1
645,2021-09-29,Completa,paaj muyoj,3
646,2021-09-29,,paaj muyoj,2
647,2021-10-06,Completa,san antonio,4
648,2021-10-07,Completa,san antonio,4
649,2021-10-07,Completa,san antonio,1
650,2021-09-25,Completa,santa elena,4
651,2021-09-25,Completa,santa elena,3
